fits_name,file_path,label,feature_Hα,feature_Hβ,feature_CaIIK,feature_CaIIH
spec-55863-GAC_105N29_B1_sp12-158.fits,GAC_105N29_B1/spec-55863-GAC_105N29_B1_sp12-158.fits.gz,G,0.0,4864.072056914614,3930.067413418534,3963.6929115081043
spec-55863-GAC_105N29_B1_sp14-020.fits,GAC_105N29_B1/spec-55863-GAC_105N29_B1_sp14-020.fits.gz,M,0.0,4857.356732878539,3932.7831456834174,3966.431879468582
spec-55863-GAC_105N29_B1_sp14-201.fits,GAC_105N29_B1/spec-55863-GAC_105N29_B1_sp14-201.fits.gz,K,0.0,0.0,3931.8776931469724,3948.207780378827
spec-55863-GAC_105N29_B1_sp14-136.fits,GAC_105N29_B1/spec-55863-GAC_105N29_B1_sp14-136.fits.gz,M,0.0,0.0,3927.3535564672516,3971.915494694405
spec-55863-GAC_105N29_B1_sp10-020.fits,GAC_105N29_B1/spec-55863-GAC_105N29_B1_sp10-020.fits.gz,F,0.0,0.0,3934.5946763407965,3970.0867811218423
spec-55863-GAC_105N29_B1_sp03-185.fits,GAC_105N29_B1/spec-55863-GAC_105N29_B1_sp03-185.fits.gz,F,6562.9636672922,4862.952191867843,3933.688806732022,3971.915494694405
spec-55863-GAC_105N29_B1_sp06-177.fits,GAC_105N29_B1/spec-55863-GAC_105N29_B1_sp06-177.fits.gz,K,0.0,4880.901012475759,3931.8776931469724,3966.431879468582
spec-55863-GAC_105N29_B1_sp03-224.fits,GAC_105N29_B1/spec-55863-GAC_105N29_B1_sp03-224.fits.gz,K,6550.885369386104,4862.952191867843,3933.688806732022,3969.1727400947307
spec-55863-GAC_105N29_B1_sp03-074.fits,GAC_105N29_B1/spec-55863-GAC_105N29_B1_sp03-074.fits.gz,F,0.0,0.0,3934.5946763407965,3970.0867811218423
spec-55863-GAC_105N29_B1_sp05-226.fits,GAC_105N29_B1/spec-55863-GAC_105N29_B1_sp05-226.fits.gz,G,0.0,0.0,3932.7831456834174,3966.431879468582
spec-55862-B6212_sp02-165.fits,B6212/spec-55862-B6212_sp02-165.fits.gz,G,0.0,0.0,0.0,0.0
spec-55862-B6210_sp01-044.fits,B6210/spec-55862-B6210_sp01-044.fits.gz,A,0.0,4862.952191867843,3934.5946763407965,3964.605690612772
spec-55863-GAC_105N29_B1_sp11-095.fits,GAC_105N29_B1/spec-55863-GAC_105N29_B1_sp11-095.fits.gz,K,0.0,0.0,3933.688806732022,0.0
spec-55863-GAC_105N29_B1_sp16-039.fits,GAC_105N29_B1/spec-55863-GAC_105N29_B1_sp16-039.fits.gz,G,0.0,0.0,3932.7831456834174,3970.0867811218423
spec-55863-M31_011N40_B1_sp01-098.fits,M31_011N40_B1/spec-55863-M31_011N40_B1_sp01-098.fits.gz,G,0.0,4861.832584649837,3935.5007545577764,3969.1727400947307
spec-55863-GAC_105N29_B1_sp01-101.fits,GAC_105N29_B1/spec-55863-GAC_105N29_B1_sp01-101.fits.gz,M,0.0,0.0,3930.972449074674,3969.1727400947307
spec-55863-GAC_105N29_B1_sp03-249.fits,GAC_105N29_B1/spec-55863-GAC_105N29_B1_sp03-249.fits.gz,K,0.0,4842.838652278515,3940.0342764474544,3970.0867811218423
spec-55863-GAC_105N29_B1_sp09-055.fits,GAC_105N29_B1/spec-55863-GAC_105N29_B1_sp09-055.fits.gz,F,0.0,4861.832584649837,3933.688806732022,3969.1727400947307
spec-55863-M31_011N40_M1_sp02-221.fits,M31_011N40_M1/spec-55863-M31_011N40_M1_sp02-221.fits.gz,M,0.0,4866.312560731992,3931.8776931469724,3965.518679916798
spec-55862-B6212_sp01-091.fits,B6212/spec-55862-B6212_sp01-091.fits.gz,G,0.0,0.0,0.0,0.0
spec-55862-B6212_sp02-160.fits,B6212/spec-55862-B6212_sp02-160.fits.gz,G,0.0,0.0,0.0,0.0
spec-55862-B6212_sp02-015.fits,B6212/spec-55862-B6212_sp02-015.fits.gz,K,0.0,0.0,0.0,0.0
spec-55863-GAC_105N29_B1_sp13-064.fits,GAC_105N29_B1/spec-55863-GAC_105N29_B1_sp13-064.fits.gz,K,6555.412123990993,4861.832584649837,3932.7831456834174,3967.345289316547
spec-55863-GAC_105N29_B1_sp13-004.fits,GAC_105N29_B1/spec-55863-GAC_105N29_B1_sp13-004.fits.gz,F,6564.475019516997,4871.918336436785,3935.5007545577764,3965.518679916798
spec-55863-GAC_105N29_B1_sp08-041.fits,GAC_105N29_B1/spec-55863-GAC_105N29_B1_sp08-041.fits.gz,F,0.0,4861.832584649837,3931.8776931469724,3964.605690612772
spec-55863-M31_011N40_M1_sp02-212.fits,M31_011N40_M1/spec-55863-M31_011N40_M1_sp02-212.fits.gz,M,0.0,4861.832584649837,3930.067413418534,3971.001032638907
spec-55863-GAC_105N29_B1_sp05-190.fits,GAC_105N29_B1/spec-55863-GAC_105N29_B1_sp05-190.fits.gz,F,0.0,4864.072056914614,3935.5007545577764,3970.0867811218423
spec-55863-M31_011N40_M1_sp02-019.fits,M31_011N40_M1/spec-55863-M31_011N40_M1_sp02-019.fits.gz,M,6565.9867197835665,4859.594143462719,3932.7831456834174,3968.2589095091184
spec-55863-M31_011N40_M1_sp01-118.fits,M31_011N40_M1/spec-55863-M31_011N40_M1_sp01-118.fits.gz,M,6564.475019516997,4862.952191867843,3930.972449074674,3967.345289316547
spec-55863-GAC_105N29_B1_sp07-045.fits,GAC_105N29_B1/spec-55863-GAC_105N29_B1_sp07-045.fits.gz,K,0.0,0.0,3936.4070414309936,3962.7803425543934
spec-55863-GAC_105N29_B1_sp11-030.fits,GAC_105N29_B1/spec-55863-GAC_105N29_B1_sp11-030.fits.gz,K,0.0,4864.072056914614,3931.8776931469724,3967.345289316547
spec-55863-GAC_105N29_B1_sp03-133.fits,GAC_105N29_B1/spec-55863-GAC_105N29_B1_sp03-133.fits.gz,G,0.0,0.0,0.0,3970.0867811218423
spec-55863-GAC_105N29_B1_sp01-192.fits,GAC_105N29_B1/spec-55863-GAC_105N29_B1_sp01-192.fits.gz,K,0.0,4867.433199621377,3930.972449074674,3969.1727400947307
spec-55862-B6210_sp01-135.fits,B6210/spec-55862-B6210_sp01-135.fits.gz,G,0.0,0.0,3932.7831456834174,3961.8679837032632
spec-55863-GAC_105N29_B1_sp10-243.fits,GAC_105N29_B1/spec-55863-GAC_105N29_B1_sp10-243.fits.gz,G,0.0,0.0,3936.4070414309936,3965.518679916798
spec-55862-B6210_sp01-145.fits,B6210/spec-55862-B6210_sp01-145.fits.gz,G,0.0,0.0,3936.4070414309936,3969.1727400947307
spec-55863-M31_011N40_M1_sp01-005.fits,M31_011N40_M1/spec-55863-M31_011N40_M1_sp01-005.fits.gz,K,6567.49876817207,4862.952191867843,3930.972449074674,3969.1727400947307
spec-55863-GAC_105N29_B1_sp09-064.fits,GAC_105N29_B1/spec-55863-GAC_105N29_B1_sp09-064.fits.gz,F,0.0,0.0,3931.8776931469724,3968.2589095091184
spec-55863-GAC_105N29_B1_sp11-220.fits,GAC_105N29_B1/spec-55863-GAC_105N29_B1_sp11-220.fits.gz,F,0.0,4862.952191867843,3932.7831456834174,3971.001032638907
spec-55863-GAC_105N29_B1_sp01-056.fits,GAC_105N29_B1/spec-55863-GAC_105N29_B1_sp01-056.fits.gz,M,0.0,0.0,3930.067413418534,3969.1727400947307
spec-55863-GAC_105N29_B1_sp08-103.fits,GAC_105N29_B1/spec-55863-GAC_105N29_B1_sp08-103.fits.gz,F,0.0,4861.832584649837,3931.8776931469724,3971.915494694405
spec-55863-GAC_105N29_B1_sp01-008.fits,GAC_105N29_B1/spec-55863-GAC_105N29_B1_sp01-008.fits.gz,F,0.0,4864.072056914614,3932.7831456834174,3970.0867811218423
spec-55863-GAC_105N29_B1_sp16-078.fits,GAC_105N29_B1/spec-55863-GAC_105N29_B1_sp16-078.fits.gz,G,0.0,0.0,0.0,0.0
spec-55863-GAC_105N29_B1_sp02-076.fits,GAC_105N29_B1/spec-55863-GAC_105N29_B1_sp02-076.fits.gz,K,0.0,0.0,3929.1625861305615,3966.431879468582
spec-55863-M31_011N40_M1_sp02-219.fits,M31_011N40_M1/spec-55863-M31_011N40_M1_sp02-219.fits.gz,G,0.0,4860.713235201249,3936.4070414309936,3967.345289316547
spec-55863-M31_011N40_B1_sp01-163.fits,M31_011N40_B1/spec-55863-M31_011N40_B1_sp01-163.fits.gz,G,0.0,0.0,3935.5007545577764,3969.1727400947307
spec-55863-GAC_105N29_B1_sp05-057.fits,GAC_105N29_B1/spec-55863-GAC_105N29_B1_sp05-057.fits.gz,K,0.0,0.0,0.0,0.0
spec-55863-GAC_105N29_B1_sp12-043.fits,GAC_105N29_B1/spec-55863-GAC_105N29_B1_sp12-043.fits.gz,G,0.0,0.0,3935.5007545577764,3969.1727400947307
spec-55863-GAC_105N29_B1_sp16-217.fits,GAC_105N29_B1/spec-55863-GAC_105N29_B1_sp16-217.fits.gz,K,0.0,0.0,3912.911271268532,3985.6577231340134
spec-55863-GAC_105N29_B1_sp02-171.fits,GAC_105N29_B1/spec-55863-GAC_105N29_B1_sp02-171.fits.gz,G,0.0,0.0,3929.1625861305615,3969.1727400947307
spec-55863-GAC_105N29_B1_sp03-060.fits,GAC_105N29_B1/spec-55863-GAC_105N29_B1_sp03-060.fits.gz,M,0.0,0.0,0.0,0.0
spec-55863-GAC_105N29_B1_sp11-065.fits,GAC_105N29_B1/spec-55863-GAC_105N29_B1_sp11-065.fits.gz,G,0.0,4861.832584649837,3934.5946763407965,3969.1727400947307
spec-55863-GAC_105N29_B1_sp05-121.fits,GAC_105N29_B1/spec-55863-GAC_105N29_B1_sp05-121.fits.gz,K,0.0,0.0,3935.5007545577764,0.0
spec-55863-GAC_105N29_B1_sp09-020.fits,GAC_105N29_B1/spec-55863-GAC_105N29_B1_sp09-020.fits.gz,F,0.0,4862.952191867843,3931.8776931469724,3971.915494694405
spec-55862-B6202_sp01-139.fits,B6202/spec-55862-B6202_sp01-139.fits.gz,K,0.0,0.0,0.0,0.0
spec-55863-M31_011N40_M1_sp01-193.fits,M31_011N40_M1/spec-55863-M31_011N40_M1_sp01-193.fits.gz,N,6561.452663029057,4859.594143462719,3932.7831456834174,3970.0867811218423
spec-55863-GAC_105N29_B1_sp07-107.fits,GAC_105N29_B1/spec-55863-GAC_105N29_B1_sp07-107.fits.gz,G,0.0,0.0,3937.313537008506,3970.0867811218423
spec-55863-GAC_105N29_B1_sp01-080.fits,GAC_105N29_B1/spec-55863-GAC_105N29_B1_sp01-080.fits.gz,G,0.0,0.0,0.0,0.0
spec-55863-M31_011N40_M1_sp03-010.fits,M31_011N40_M1/spec-55863-M31_011N40_M1_sp03-010.fits.gz,M,6558.43169806728,4860.713235201249,3932.7831456834174,3967.345289316547
spec-55863-GAC_105N29_B1_sp01-241.fits,GAC_105N29_B1/spec-55863-GAC_105N29_B1_sp01-241.fits.gz,K,0.0,4860.713235201249,3934.5946763407965,3968.2589095091184
spec-55863-GAC_105N29_B1_sp01-003.fits,GAC_105N29_B1/spec-55863-GAC_105N29_B1_sp01-003.fits.gz,F,6561.452663029057,4862.952191867843,3933.688806732022,3970.0867811218423
spec-55863-M31_011N40_B1_sp01-191.fits,M31_011N40_B1/spec-55863-M31_011N40_B1_sp01-191.fits.gz,K,0.0,0.0,3942.7568959559076,3968.2589095091184
spec-55863-M31_011N40_M1_sp02-205.fits,M31_011N40_M1/spec-55863-M31_011N40_M1_sp02-205.fits.gz,M,6572.037002870897,4861.832584649837,3930.972449074674,3971.915494694405
spec-55863-GAC_105N29_B1_sp08-005.fits,GAC_105N29_B1/spec-55863-GAC_105N29_B1_sp08-005.fits.gz,F,0.0,4861.832584649837,3930.972449074674,3970.0867811218423
spec-55863-GAC_105N29_B1_sp05-167.fits,GAC_105N29_B1/spec-55863-GAC_105N29_B1_sp05-167.fits.gz,G,0.0,0.0,3933.688806732022,3966.431879468582
spec-55863-M31_011N40_M1_sp02-083.fits,M31_011N40_M1/spec-55863-M31_011N40_M1_sp02-083.fits.gz,K,0.0,4861.832584649837,3933.688806732022,3969.1727400947307
spec-55862-B6202_sp02-027.fits,B6202/spec-55862-B6202_sp02-027.fits.gz,G,0.0,0.0,0.0,0.0
spec-55862-B6202_sp01-189.fits,B6202/spec-55862-B6202_sp01-189.fits.gz,G,0.0,0.0,0.0,3971.001032638907
spec-55863-GAC_105N29_B1_sp13-093.fits,GAC_105N29_B1/spec-55863-GAC_105N29_B1_sp13-093.fits.gz,G,0.0,4867.433199621377,3932.7831456834174,3968.2589095091184
spec-55862-B6202_sp01-172.fits,B6202/spec-55862-B6202_sp01-172.fits.gz,G,0.0,0.0,3935.5007545577764,0.0
spec-55863-GAC_105N29_B1_sp07-239.fits,GAC_105N29_B1/spec-55863-GAC_105N29_B1_sp07-239.fits.gz,F,6564.475019516997,4862.952191867843,3932.7831456834174,3970.0867811218423
spec-55862-B6212_sp01-191.fits,B6212/spec-55862-B6212_sp01-191.fits.gz,G,0.0,0.0,0.0,0.0
spec-55862-B6212_sp02-082.fits,B6212/spec-55862-B6212_sp02-082.fits.gz,G,0.0,0.0,0.0,0.0
spec-55862-B6202_sp02-058.fits,B6202/spec-55862-B6202_sp02-058.fits.gz,M,0.0,0.0,0.0,0.0
spec-55863-GAC_105N29_B1_sp01-015.fits,GAC_105N29_B1/spec-55863-GAC_105N29_B1_sp01-015.fits.gz,M,6567.49876817207,4861.832584649837,3933.688806732022,3969.1727400947307
spec-55863-GAC_105N29_B1_sp02-191.fits,GAC_105N29_B1/spec-55863-GAC_105N29_B1_sp02-191.fits.gz,G,0.0,0.0,3933.688806732022,0.0
spec-55863-GAC_105N29_B1_sp06-085.fits,GAC_105N29_B1/spec-55863-GAC_105N29_B1_sp06-085.fits.gz,F,0.0,4862.952191867843,3935.5007545577764,3966.431879468582
spec-55863-GAC_105N29_B1_sp15-202.fits,GAC_105N29_B1/spec-55863-GAC_105N29_B1_sp15-202.fits.gz,A,0.0,0.0,3934.5946763407965,3970.0867811218423
spec-55863-GAC_105N29_B1_sp11-132.fits,GAC_105N29_B1/spec-55863-GAC_105N29_B1_sp11-132.fits.gz,F,0.0,4861.832584649837,3933.688806732022,3973.745050614633
spec-55863-GAC_105N29_B1_sp14-175.fits,GAC_105N29_B1/spec-55863-GAC_105N29_B1_sp14-175.fits.gz,F,0.0,4862.952191867843,3935.5007545577764,3969.1727400947307
spec-55863-GAC_105N29_B1_sp01-189.fits,GAC_105N29_B1/spec-55863-GAC_105N29_B1_sp01-189.fits.gz,N,6575.064234749979,4871.918336436785,3930.972449074674,3967.345289316547
spec-55863-M31_011N40_M1_sp02-178.fits,M31_011N40_M1/spec-55863-M31_011N40_M1_sp02-178.fits.gz,M,0.0,0.0,3942.7568959559076,3973.745050614633
